INFO - 2021-12-16 18:01:43,887 - Trying to load test file:{'test_data_file': 'app/static/data/nation_2021-10-28.csv', 'location_local': 'Exeter', 'locationType_local': 'ltla', 'location_national': 'England', 'locationType_national': 'nation', 'custom_covid_terms': 'Covid COVID-19 coronavirus', 'news_api_key': 'fa911b96da8e420896662203b484274c'}
INFO - 2021-12-16 18:01:44,018 -  * Running on http://127.0.0.1:5000/ (Press CTRL+C to quit)
INFO - 2021-12-16 18:06:31,480 - Checking for cached data
INFO - 2021-12-16 18:06:31,480 - Requesting live data
DEBUG - 2021-12-16 18:06:31,482 - Starting new HTTPS connection (1): api.coronavirus.data.gov.uk:443
DEBUG - 2021-12-16 18:06:31,566 - https://api.coronavirus.data.gov.uk:443 "GET /v1/data?filters=areaName%3DEngland%3BareaType%3Dnation&structure=%7B%22date%22%3A%22date%22%2C%22areaName%22%3A%22areaName%22%2C%22areaCode%22%3A%22areaCode%22%2C%22hospitalCases%22%3A%22hospitalCases%22%2C%22cumDailyNsoDeathsByDeathDate%22%3A%22cumDailyNsoDeathsByDeathDate%22%2C%22newCasesByPublishDate%22%3A%22newCasesByPublishDate%22%2C%22cumCasesByPublishDate%22%3A%22cumCasesByPublishDate%22%2C%22newDeaths28DaysByDeathDate%22%3A%22newDeaths28DaysByDeathDate%22%2C%22cumDeaths28DaysByDeathDate%22%3A%22cumDeaths28DaysByDeathDate%22%7D&format=json&page=1 HTTP/1.1" 200 None
DEBUG - 2021-12-16 18:06:31,572 - Starting new HTTPS connection (1): api.coronavirus.data.gov.uk:443
DEBUG - 2021-12-16 18:06:31,648 - https://api.coronavirus.data.gov.uk:443 "GET /v1/data?filters=areaName%3DEngland%3BareaType%3Dnation&structure=%7B%22date%22%3A%22date%22%2C%22areaName%22%3A%22areaName%22%2C%22areaCode%22%3A%22areaCode%22%2C%22hospitalCases%22%3A%22hospitalCases%22%2C%22cumDailyNsoDeathsByDeathDate%22%3A%22cumDailyNsoDeathsByDeathDate%22%2C%22newCasesByPublishDate%22%3A%22newCasesByPublishDate%22%2C%22cumCasesByPublishDate%22%3A%22cumCasesByPublishDate%22%2C%22newDeaths28DaysByDeathDate%22%3A%22newDeaths28DaysByDeathDate%22%2C%22cumDeaths28DaysByDeathDate%22%3A%22cumDeaths28DaysByDeathDate%22%7D&format=json&page=2 HTTP/1.1" 204 0
INFO - 2021-12-16 18:06:31,653 - Managed to process national data
INFO - 2021-12-16 18:06:31,654 - Checking for cached data
INFO - 2021-12-16 18:06:31,654 - found cached data
INFO - 2021-12-16 18:06:31,654 - Managed to process local data
INFO - 2021-12-16 18:06:31,655 - Checking for cached data
INFO - 2021-12-16 18:06:31,655 - found cached data
INFO - 2021-12-16 18:06:31,655 - Managed to process national data
INFO - 2021-12-16 18:06:31,656 - 127.0.0.1 - - [16/Dec/2021 18:06:31] "GET /index HTTP/1.1" 200 -
INFO - 2021-12-16 18:06:31,672 - 127.0.0.1 - - [16/Dec/2021 18:06:31] "[36mGET /static/images/titleimage.png HTTP/1.1[0m" 304 -
INFO - 2021-12-16 18:06:31,693 - 127.0.0.1 - - [16/Dec/2021 18:06:31] "[36mGET /static/images/favicon.png HTTP/1.1[0m" 304 -
INFO - 2021-12-16 18:07:07,456 - Checking for cached data
INFO - 2021-12-16 18:07:07,457 - found cached data
INFO - 2021-12-16 18:07:07,457 - Managed to process local data
INFO - 2021-12-16 18:07:07,458 - Checking for cached data
INFO - 2021-12-16 18:07:07,458 - found cached data
INFO - 2021-12-16 18:07:07,458 - Managed to process national data
INFO - 2021-12-16 18:07:07,458 - Scheduling a run in:53.0
INFO - 2021-12-16 18:07:07,459 - 127.0.0.1 - - [16/Dec/2021 18:07:07] "GET /index?update=18%3A08&two=test1&news=news HTTP/1.1" 200 -
INFO - 2021-12-16 18:07:07,482 - 127.0.0.1 - - [16/Dec/2021 18:07:07] "[36mGET /static/images/titleimage.png HTTP/1.1[0m" 304 -
INFO - 2021-12-16 18:07:09,627 - Checking for cached data
INFO - 2021-12-16 18:07:09,630 - found cached data
INFO - 2021-12-16 18:07:09,630 - Managed to process local data
INFO - 2021-12-16 18:07:09,631 - Checking for cached data
INFO - 2021-12-16 18:07:09,631 - found cached data
INFO - 2021-12-16 18:07:09,631 - Managed to process national data
ERROR - 2021-12-16 18:07:09,632 - Exception on /index [GET]
Traceback (most recent call last):
  File "c:\users\ollym\desktop\python_project\venv\lib\site-packages\flask\app.py", line 2073, in wsgi_app
    response = self.full_dispatch_request()
  File "c:\users\ollym\desktop\python_project\venv\lib\site-packages\flask\app.py", line 1518, in full_dispatch_request
    rv = self.handle_user_exception(e)
  File "c:\users\ollym\desktop\python_project\venv\lib\site-packages\flask\app.py", line 1516, in full_dispatch_request
    rv = self.dispatch_request()
  File "c:\users\ollym\desktop\python_project\venv\lib\site-packages\flask\app.py", line 1502, in dispatch_request
    return self.ensure_sync(self.view_functions[rule.endpoint])(**req.view_args)
  File "C:\Users\ollym\Desktop\python_project\app\views.py", line 59, in index
    update_covid_data.remove(update_item)
ValueError: list.remove(x): x not in list
INFO - 2021-12-16 18:07:09,635 - 127.0.0.1 - - [16/Dec/2021 18:07:09] "[35m[1mGET /index?update_item=test1 HTTP/1.1[0m" 500 -
INFO - 2021-12-16 18:07:16,891 - Checking for cached data
INFO - 2021-12-16 18:07:16,891 - found cached data
INFO - 2021-12-16 18:07:16,892 - Managed to process local data
INFO - 2021-12-16 18:07:16,892 - Checking for cached data
INFO - 2021-12-16 18:07:16,892 - found cached data
INFO - 2021-12-16 18:07:16,893 - Managed to process national data
INFO - 2021-12-16 18:07:16,893 - Scheduling a run in:44.0
INFO - 2021-12-16 18:07:16,894 - 127.0.0.1 - - [16/Dec/2021 18:07:16] "GET /index?update=18%3A08&two=test1&news=news HTTP/1.1" 200 -
INFO - 2021-12-16 18:07:16,912 - 127.0.0.1 - - [16/Dec/2021 18:07:16] "[36mGET /static/images/titleimage.png HTTP/1.1[0m" 304 -
INFO - 2021-12-16 18:07:16,928 - 127.0.0.1 - - [16/Dec/2021 18:07:16] "[36mGET /static/images/favicon.png HTTP/1.1[0m" 304 -
INFO - 2021-12-16 18:07:22,408 - Checking for cached data
INFO - 2021-12-16 18:07:22,410 - found cached data
INFO - 2021-12-16 18:07:22,410 - Managed to process local data
INFO - 2021-12-16 18:07:22,411 - Checking for cached data
INFO - 2021-12-16 18:07:22,411 - found cached data
INFO - 2021-12-16 18:07:22,412 - Managed to process national data
ERROR - 2021-12-16 18:07:22,412 - Exception on /index [GET]
Traceback (most recent call last):
  File "c:\users\ollym\desktop\python_project\venv\lib\site-packages\flask\app.py", line 2073, in wsgi_app
    response = self.full_dispatch_request()
  File "c:\users\ollym\desktop\python_project\venv\lib\site-packages\flask\app.py", line 1518, in full_dispatch_request
    rv = self.handle_user_exception(e)
  File "c:\users\ollym\desktop\python_project\venv\lib\site-packages\flask\app.py", line 1516, in full_dispatch_request
    rv = self.dispatch_request()
  File "c:\users\ollym\desktop\python_project\venv\lib\site-packages\flask\app.py", line 1502, in dispatch_request
    return self.ensure_sync(self.view_functions[rule.endpoint])(**req.view_args)
  File "C:\Users\ollym\Desktop\python_project\app\views.py", line 59, in index
    update_covid_data.remove(update_item)
ValueError: list.remove(x): x not in list
INFO - 2021-12-16 18:07:22,414 - 127.0.0.1 - - [16/Dec/2021 18:07:22] "[35m[1mGET /index?update_item=test1 HTTP/1.1[0m" 500 -
